,Tweet,HS,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Gender
407,monsterhiphoop cucu coklat turun panas,0,0,0,0,0,0
408,syahdu,0,0,0,0,0,0
409,listy,0,0,0,0,0,0
410,listy periode kasihan dibully mulu kuat lengser aki presiden amit periode,1,0,1,0,0,0
411,cung papa mang mama jawa timur lahir gede bandung bahasa mang jawa lihai bahasa sunda,0,0,0,0,0,0
412,monsterhiphoop periode,0,0,0,0,0,0
413,sayang jokowi,0,0,0,0,0,0
414,iya sih hidup asiknya harga hidup,0,0,0,0,0,0
415,biasa uwit bikin stok butuh hari stok penuh penuh tabung beli emas,0,0,0,0,0,0
416,video link                 ckqq ylw,0,0,0,0,0,0
417,jokowi pahit manis layar perahu kembang biduk surut pantai                 wu,1,1,0,0,0,0
418,pagiii presiden jokowi lampung                 z,0,0,0,0,0,0
419,video motor pakai standar otomatis pegang tangan kendara usaha lari motor stabil jatuh                 ckqq ylw,0,0,0,0,0,0
420,komnasperempuan,0,0,0,0,0,0
421,iya,0,0,0,0,0,0
422,uraaaa minta maaf mahasiswa maki presiden jokowi,0,0,0,0,0,0
423,dedek gede,0,0,0,0,0,0
424,lepas turun,0,0,0,0,0,0
425,gp pm banteng kesan pedeipeh santai tunggu daftar calon presiden calon wakil presiden,0,0,0,0,0,0
426,perintah umum naik harga bahan bakar minyak                 ks el,1,0,1,0,0,0
427,selamat ulang mbak ve umur sehat cantik lindung amin,0,0,0,0,0,0
428,itu pas lepas,0,0,0,0,0,0
429,iriana cubit gemas mas ethes ya bu,0,0,0,0,0,0
430,asyik bakar sate ya,1,1,0,0,0,0
431,janani hidup suruh pikir derita,1,1,0,0,0,0
432,tampar nih dinas didik jawa timur nya,0,0,0,0,0,0
433,ambon terima kasih lampung jokowi,0,0,0,0,0,0
434,mr niluhdjelantik ya lihat video duduk kursi biar enak ogah sepe i no,0,0,0,0,0,0
435,angel komodo kandung juta mbak niel siniel cmiww,0,0,0,0,0,0
436,pagiiii                 z l o,0,0,0,0,0,0
437,santorinissun golkar usung ganjar,0,0,0,0,0,0
438,he bocah cilik susu kemarin ya kasih nama tah,1,1,0,0,0,0
439,usil netizens                 pd,0,0,0,0,0,0
440,nih tahu laku naik harga bahan bakar minyak,0,0,0,0,0,0
441,lodaya bandung tah yoyakarta,0,0,0,0,0,0
442,samping pimpin hebat pasang kuat selamat pagi pic bunda didik anak usia solo tani cucu jokowi,0,0,0,0,0,0
443,mas wali halus banget,0,0,0,0,0,0
444,manyun kesal oktober udahan ya iya sih hobi gue hobi ngabisin anggar ubah nama jalan susun                 si,1,1,0,0,0,0
445,bumi rukun agama presiden jokowi bese a iriana sempat unjung gereja masjid pe ambang papua                 vg,0,0,0,0,0,0
446,cinta dalam selamat ulang neng kan umur cantik pintar mudah rezeki bangga orang tua amin,0,0,0,0,0,0
447,niluhdjelantik depo asi kayak daftar hitam buat sepe i,1,0,1,0,0,0
448,mama bo sweesal sukoharjo nih enak,0,0,0,0,0,0
449,selamat ulang mbak dedek virgo girl lembut cantik bahagia lindung amin,0,0,0,0,0,0
450,kandung,0,0,0,0,0,0
451,sambut warga kabupaten pulau provinsi malu sambut datang presiden jokowi iriana video warga,0,0,0,0,0,0
452,terima kasih papua malu presiden,0,0,0,0,0,0
453,mesjid gereja                 x,0,0,0,0,0,0
454,orang bingung jokowi selesai jabat selesai nasi guling,0,0,0,0,0,0
455,mentwit atuh,0,0,0,0,0,0
456,terima kasih bu guru moga sehat lindung amin,0,0,0,0,0,0
457,salah fokus kesan romantis ya love language tuuhh iriana                 in zr,0,0,0,0,0,0
458,al fatihah,0,0,0,0,0,0
459,tuju kakak oke pagiii,0,0,0,0,0,0
460,pagiii                 gs,0,0,0,0,0,0
461,amin,0,0,0,0,0,0
462,amin selamat pagi mbak nunung,0,0,0,0,0,0
463,pagi ayam,0,0,0,0,0,0
464,pagiiii,0,0,0,0,0,0
465,indonesia,1,0,1,0,0,0
466,jokowi promo silent mayoritas sih periode pimpin indonesia,1,1,0,0,0,0
467,pagiiii pic bu sus biar semangat merah putih                 dme,0,0,0,0,0,0
468,santorinissun pagiii mbak laksmee                 im,0,0,0,0,0,0
469,tau sih kayak ya jago usung tengil salah surat paksa robek kena prank malam                 zi,1,1,0,0,0,0
470,selamat pagi nusantara selamat pagi jiwa damai,0,0,0,0,0,0
471,rumah sehat papua rumah sehat anies ganti honai rumah pohon untuk korban banjir bandang kemarin papua halaman be sayur bangun uang pajak                 jam hv,0,0,0,0,0,0
472,dsasobarami benedictus follow te arik lihat panen premium tau kembar mbak ngamati kembar mbak cinta masakan mama ternak sasobarami ikut ternak cmiww,0,0,0,0,0,0
473,dsasobarami benedictus mbak lincah kayak bola bekal cantik ramah ciri khas galak bekal peluru bola bekal siap kadrun mbak kembar hi hi ditwitter,0,0,0,0,0,0
474,benedictus keluarga kecil humble humoris orang,0,0,0,0,0,0
475,benedictus koh ben awal pagi ucap selamat pagi cerita giat tutup doa tahun meni baby sena rumah tangga kati pergi kota proyek,0,0,0,0,0,0
476,benedictus sarung wayang cakap banget,0,0,0,0,0,0
477,dsasobarami senang ngamati twit follow jarang jbjb usaha hafal ciri khas bentuk apresiasi,0,0,0,0,0,0
478,benedictus kisah cinta bandung hem ciri khas twitnya suka burung biru twitter akun,0,0,0,0,0,0
479,benedictus mumpung santai ah amat koh sasobarami nama singkat sahabat bakso mie ramah menang juara agustus hadiah motor hidup tinggal bandung bandung,0,0,0,0,0,0
480,benedictus he,0,0,0,0,0,0
481,cakbas jokowi aniesbaswedan influencer,1,1,0,0,0,0
482,cakbas jokowi aniesbaswedan rumah sehat korban banjir bandang ganti honai buzzer mesti informasi biar disleding malu in                 q,0,0,0,0,0,0
483,sok,1,1,0,0,0,0
484,he marah ditemlen ketemu baby sena langsung,1,1,0,0,0,0
485,cakbas jokowi aniesbaswedan kadrun goblok bacot doang gede,0,0,0,0,0,0
486,cakbas jokowi aniesbaswedan sopan jbjb,1,1,0,0,0,0
487,prediksi anies ai politik usung selesai jabat susul ganjar rk main tunggu daftar calon presiden calon wakil presiden,1,0,1,0,0,0
488,jokowi aniesbaswedan rumah sehat papua huni nyaman bersih rumah sakit                 bv,0,0,0,0,0,0
489,ewink tie rumah mbak anne,0,0,0,0,0,0
490,al fatihah dukacita moga almarhum baik sis keluarga tinggal tabah,0,0,0,0,0,0
491,buset panggil pawang mbak leonita lestari adik,0,0,0,0,0,0
492,santorinissun kenang indah anak presiden dukung main bola,0,0,0,0,0,0
493,pabrik kondom bandung pakai ari tau,1,0,1,0,0,0
494,ya mas santo amplop kosong sengaja amplop bagi kosong                 ns,0,0,0,0,0,0
495,kantor pos serah bantu langsung tunai bahan bakar minyak eh bu risma erick thohir                 ag,1,1,0,0,0,0
496,love language                 lo,0,0,0,0,0,0
497,ambalban monsterhiphoop peace,0,0,0,0,0,0
498,kalimantan,0,0,0,0,0,0
499,sila dukung anies influencer,1,0,1,0,0,0
500,bantu netizens pulici bantu deh sambo nih                 ku,0,0,0,0,0,0
501,santorinissun beeuuhh lawan nih rapi picnya biar ganteng maksimal                 t ks,0,0,0,0,0,0
502,facenya,0,0,0,0,0,0
503,oh rawan anies,1,1,0,0,0,0
504,alhamdulillah terima kasih bagi bahagia senang banget lihat moga mempelai rukun mudah rezeki mbak cepat cucu amin congratz mempelai mbak                 go e,0,0,0,0,0,0
505,gemilangzaky kadang twit sederhana paham suka amat twit mbak mitha cluster rumah ukur tanah proses buat sukses ya mbak moga berkah amin,0,0,0,0,0,0
506,mitawullur gemilangzaky maksud ya mas mbak mitha tawar al qur an butuh cluster rumah cepat jual paksa tipu,0,0,0,0,0,0
507,pagi have a nice day,0,0,0,0,0,0
508,bandung bos pabrik kondom milik badan usaha milik negara besar                 a v,1,0,1,0,0,0
509,pagiiii                 fp,0,0,0,0,0,0
510,amin selamat pagi                 i ji,0,0,0,0,0,0
511,pagi presiden jokowi malam bandara internasional papua pagi indonesia                 gue coba,0,0,0,0,0,0
512,admin keren coba admin ai admin politik tarik,0,0,0,0,0,0
513,anne buk cantik                 dc r p,0,0,0,0,0,0
514,jual paksa agama negeri mabuk agama logika,0,0,0,0,0,0
516,jokowi papua                 k,0,0,0,0,0,0
517,pagi kang koecing                 h iya,0,0,0,0,0,0
518,santorinissun alah menteri jokowi prestasi simpel sih mbak kepak mak,0,0,0,0,0,0
519,l en pakai ban bekas kasihan mahasiswa demo bakar an aspal hitung kualitas jalan,1,1,0,0,0,0
520,pagiiii,0,0,0,0,0,0
521,mbak kepak paksa banget kesan ya presiden                 ra r,0,0,0,0,0,0
522,jinnonik iya aspal karet pas nawacita harga karet tingkat tani anjlok,0,0,0,0,0,0
523,cakeeeppp suka twitmu bang,0,0,0,0,0,0
524,bandara bal salah satu aspal plastik aspal karet,0,0,0,0,0,0
525,mercyzheng,0,0,0,0,0,0
526,twitter bayang kira cacar air,0,0,0,0,0,0
527,coba mbak anastasianuning misa tah gereja ayam,0,0,0,0,0,0
528,iya mbak ayam ayam ayamsegar,0,0,0,0,0,0
529,monsta monsterhiphoop pilih,0,0,0,0,0,0
530,anjiirrr aki,0,0,0,0,0,0
531,joko sepe i islam nusantara kembang caci maki                 i,1,1,0,0,0,0
532,kupi,0,0,0,0,0,0
533,kakak mati ganjar,0,0,0,0,0,0
534,tol joglosemar gereja ayam yoyakarta mudah,0,0,0,0,0,0
535,selamat pagi mbak lita lihat                 iya,0,0,0,0,0,0
536,amin                 kerja rumah,0,0,0,0,0,0
537,menteri kerja rumah rakyat pergi gereja ayam mudah jalan tol joglosemar,0,0,0,0,0,0
538,selamat pagi mbak laksmee                 kakak,0,0,0,0,0,0
539,shalom aleichem nusantara,0,0,0,0,0,0
540,susipudjiastuti periode mbak kepak sempat main pleciden an,0,0,0,0,0,0
541,ya lombok salah destinasi wisata halal,1,0,1,1,0,0
542,panembahan anak mbak kahiyang,0,0,0,0,0,0
543,periode pimpin sesuai zaman,0,0,0,0,0,0
544,warna,0,0,0,0,0,0
545,nama baby,0,0,0,0,0,0
546,wisata halal sepe i ya,1,0,1,1,0,0
547,hati liffitrindewor lizalinda ryathalib alvinlie jadi pesawat,0,0,0,0,0,0
548,oh ganja medis ya,0,0,0,0,0,0
549,hegie susipudjiastuti dukung negeri pic kampanye jokowi periode harap beliau menteri laut bu sus menteri laut baik                 ji,0,0,0,0,0,0
550,baju,0,0,0,0,0,0
551,sepe i,0,0,0,0,0,0
552,destinasi wisata halal,1,0,1,1,0,0
553,tuju sambo hukum mati jadi anak polos budak                 ju si,0,0,0,0,0,0
554,happy pekan mbak nunung,0,0,0,0,0,0
555,duduk pamer menteri sangka pesawat hasil cikal sus air sus air salah tol udara satu pulau indonesia,0,0,0,0,0,0
556,bu sus ya salah kagum beliau peduli nelayan laut honor perahu nelayan                 i lr p,0,0,0,0,0,0
557,selamat pagi mbak nuning selamat misa                 h v,0,0,0,0,0,0
558,pagiiii,0,0,0,0,0,0
559,iya selamat pagi kang dicky selamat misa                 a,0,0,0,0,0,0
560,hemat euy,0,0,0,0,0,0
561,selamat pagi kang wardi happy pekan,0,0,0,0,0,0
562,liffitrindewor lizalinda ryathalib alvinlie jalan tol arah ajati selesai bangun,0,0,0,0,0,0
563,liffitrindewor lizalinda ryathalib alvinlie izin bandara ajati embarkasi jemaah haji jabar terbang domestik soetta haji jabar selesai bangun,0,0,0,0,0,0
564,kain jarik iriana gendong cucu panembahan al nasution sepe inya kain jarik gendong kakak dah mirah selamat pagi kawan happy pekan,0,0,0,0,0,0
565,perempuan hijab zalim iseng risiko kena tabok bijik salak,0,0,0,0,0,0
566,video indah mbak muslimah non hijab mbak sopan tolak pergi,0,0,0,0,0,0
567,pesan jokowi urus politik dukung buru buru gesa gesa sesal urus ekonomi selesai                 h jp,0,0,0,0,0,0
568,jokowi periode,0,0,0,0,0,0
569,bu sus,0,0,0,0,0,0
570,salam bu sus,0,0,0,0,0,0
571,amin,0,0,0,0,0,0
572,salah bentuk hasil pajak                 b,0,0,0,0,0,0
573,kenal kisah putri dugong ilham laut sifat lembut dugong cina anggap dugong punah,0,0,0,0,0,0
574,presiden jokowi pecat sambo,0,0,0,0,0,0
575,pegawai bank pensiun ketua rukun warga,0,0,0,0,0,0
576,pic beliau nikah putra bungsu,0,0,0,0,0,0
577,santorinissun jokowi cucu presiden anak tarik perhati                 ua,0,0,0,0,0,0
578,beliau keren dukung ikn nusantara tol udara,0,0,0,0,0,0
579,selamat ulang srikandi indonesia sri mulyani umur sehat bahagia amin                 l io,0,0,0,0,0,0
580,nungul                 kh,1,0,1,1,0,0
581,pagiii kupi berapa pagi,0,0,0,0,0,0
582,mbak sinta selamat pagi,0,0,0,0,0,0
583,pagiii yoyakarta jaka a,0,0,0,0,0,0
584,amin pagi mbak nunung,0,0,0,0,0,0
585,selamat pagi mbak laksmee happy pekan,0,0,0,0,0,0
586,mbak luke selamat pagi                 j trans,0,0,0,0,0,0
587,jokowi abang panembahan teman kakak kakak dah mirah ms,0,0,0,0,0,0
588,selamat pagi nusantara                 qw,0,0,0,0,0,0
589,jokowi gambar pimpin sepe i kelak butuh indonesia harap terus tongkat estafet pimpin beliau                 j,0,0,0,0,0,0
590,kaesangp bentar                 zy,0,0,0,0,0,0
591,madebylaluna lihat langsung nyamuk,1,1,0,0,0,0
592,amin,0,0,0,0,0,0
593,lo mana,0,0,0,0,0,0
594,alhamdulillah selamat jokowi jokowi bese a iriana jenguk cucu cowok lahir sesar                 oke,0,0,0,0,0,0
595,pagi mbak luke bandung,0,0,0,0,0,0
596,enjoy by the way nih om ancam pecat lo ainya,0,0,0,0,0,0
597,selamat pagi kang neng kanaya                 vi p wv,0,0,0,0,0,0
598,pagiiii lihat perkedel jagung,0,0,0,0,0,0
599,cepat sembuh,0,0,0,0,0,0
600,he bocah cilik oyen,1,1,0,0,0,0
601,ngupi pelan maksud twitnya,0,0,0,0,0,0
602,kawal bos,0,0,0,0,0,0
603,proses ri,0,0,0,0,0,0
604,nya banyaaakkk bingung                 af,0,0,0,0,0,0
605,look wisata hulul halal,1,0,1,1,0,0
606,destinasi wisata sehat tawangmangu ya solo yoyakarta bal pilih daerah wisata sehat cek sehat wisata pulang bawa indah pic candi tawangmangu                 z,0,0,0,0,0,0
607,mbak kahiyang moga lancar lahir sehat adik bayi mama,0,0,0,0,0,0
608,gambar kakak bah haram haji pasang hias tanda rumah muslim giat doa usaha biar panggil ibadah haji he he he,0,0,0,0,0,0
609,main buaya,0,0,0,0,0,0
610,lucu,0,0,0,0,0,0
611,koh,0,0,0,0,0,0
612,anjaaayyyy enak,0,0,0,0,0,0
613,sugar monsta monsterhiphoop sugar,0,0,0,0,0,0
614,rahajeng semeng beli,0,0,0,0,0,0
615,pagi kang                 z,0,0,0,0,0,0
616,pagi bos                 sih,0,0,0,0,0,0
617,mbak sinta asyik ketemu teman asyik ya                 mp,0,0,0,0,0,0
618,mbak nunung selamat pagi,0,0,0,0,0,0
619,atha kang kampul kang atha sehat semangat,0,0,0,0,0,0
620,selamat anjing kang agustin waspada,1,1,0,0,0,0
621,ayammm selamat pagi nama anabulnya                 f si,0,0,0,0,0,0
622,pagi mas yusuwa                 gue,0,0,0,0,0,0
623,pagi mbak sekar semangaattt                 jj,0,0,0,0,0,0
624,k,0,0,0,0,0,0
625,jokowi sip kalimantan barat beliau detail banget daun kering pungut,1,1,0,0,0,0
626,ajudan iriana ajudan putri sambo,1,0,1,0,0,0
627,jokowi taman mini indonesia indah kerja kenal mangkrak renovasi taman mini indonesia indah selesai mantap kannn libur jadwal kesini ya oke harga tiket sahabat                 r,0,0,0,0,0,0
628,selamat pagi nusantara,0,0,0,0,0,0
629,presiden top hitung cermat penuh butuh negeri impor beras ekspor,0,0,0,0,0,0
630,dsasobarami ganteng alis bagus,0,0,0,0,0,0
631,langsung gede picnya,0,0,0,0,0,0
632,gyoucancallme buah paman k,0,0,0,0,0,0
633,f v yu askrlfess semangat,0,0,0,0,0,0
634,dago sepe inya lihat duduk pohon,0,0,0,0,0,0
635,istilah awam,0,0,0,0,0,0
637,selamat istirahat kanjeng have a nice dreams barakallah ganti jaga ya                 mu,1,1,0,0,0,0
638,tambah bumbu ikan,0,0,0,0,0,0
639,sepe inya suara gerindra wakil anies lucu an asiknya sih ahok,1,0,1,0,0,0
640,ganjar oke hati wakil wakil lihat ganjar wakil ganti posisi,0,0,0,0,0,0
641,santorinissun silent mayoritas pilih baik negeri ai,1,0,1,1,0,0
642,santorinissun sila,0,0,0,0,0,0
643,rangermounts orang india anut percaya bentuk tanda orang makam jenis kelamin laki laki perempuan,0,0,0,0,0,0
644,bangeeetttt,0,0,0,0,0,0
645,rangermounts izin link                 a,0,0,0,0,0,0
646,dukung orang ai pilih jokowi pilih pedeipeh kocheng temu ditwitter                 office boy iya,1,1,0,0,0,0
648,tatap mata tulus presiden,0,0,0,0,0,0
649,yoyakarta pulang jaka a,0,0,0,0,0,0
650,tumben lempeng monsta monsterhiphoop kemarin bang raja minum,0,0,0,0,0,0
651,ya pagi mbak,0,0,0,0,0,0
652,selamat pagi mas koecing                 wkwk,0,0,0,0,0,0
653,oke aman yam                 ki lf,0,0,0,0,0,0
654,pagiii,0,0,0,0,0,0
655,hallooo selamat pagi,0,0,0,0,0,0
656,cegah obat perilaku sehat jaga imun sembuh bekas                 z,1,1,0,0,0,0
657,sambo fokus hukum anak perilaku kasihan keluarga,1,1,0,0,0,0
658,plbn natuna daulat negara pagi semesta                 hw,0,0,0,0,0,0
659,sila twitter,1,1,0,1,0,0
660,lesung pipi dek sena pagiiii,0,0,0,0,0,0
661,alhamdulillah keren mbak hug for bahagia,0,0,0,0,0,0
662,top,0,0,0,0,0,0
663,lo unik ya,1,1,0,0,0,0
664,santorinissun wawaw,0,0,0,0,0,0
665,ya atuh                 buttvhwm a,1,1,0,0,0,0
666,putus,0,0,0,0,0,0
667,amin,0,0,0,0,0,0
668,amin,0,0,0,0,0,0
669,wongkalibanteng putri yoyakarta final putri indonesia                 p u x,1,0,1,0,0,0
670,kaesangp iya aamiinkan ah,0,0,0,0,0,0
671,tunang baca berita                 buttvhwm a,0,0,0,0,0,0
672,gibran twit mas habis tunang mbak putri solo calon mas putri yoyakarta,0,0,0,0,0,0
673,calon mantu jokowi selamat ya kak kaesang moga lancar nikah,0,0,0,0,0,0
674,ya iya mbak selvi putri solo model,1,0,1,0,0,0
675,kuaaattt,0,0,0,0,0,0
676,he he he sambo jokowi sambo usut tuntas oh bersih listyo,1,1,0,0,0,0
677,ganjarpranowo yennywahid ganjar oke wakil maaf ya mbak yenny tentara nasional indonesia,0,0,0,0,0,0
678,ganjar the best,0,0,0,0,0,0
679,neng baju ultahnya klat cantik banget,0,0,0,0,0,0
680,tangan bryno jaka a tah,0,0,0,0,0,0
681,ehe,0,0,0,0,0,0
682,mas wali keren pakai,0,0,0,0,0,0
683,selamat pagi mbak nuning happy pekan,0,0,0,0,0,0
684,gibran twit brunowicaksono asem uwit                 hf,0,0,0,0,0,0
685,kenal mahasiswa yoyakarta,0,0,0,0,0,0
686,pagiii happy pekan boleee ikut nyanyi joget                 v,0,0,0,0,0,0
687,mudah an menteri nasional demokrat diresuffle ganti profesional,0,0,0,0,0,0
688,ya umum minggu harga tau eh harga nya ogah turun                 ayo,0,0,0,0,0,0
689,penjara                 e y idm,1,1,0,0,0,0
690,mik cucu coklat aman,0,0,0,0,0,0
691,ancam penjara                 e y idm,1,1,0,0,0,0
692,braga fashion kuliner,0,0,0,0,0,0
694,mabuk anu sih kali,1,1,0,0,0,0
695,anak nih monsta monsterhiphoop,0,0,0,0,0,0
696,orang sih bawa rumah sakit celaka korban bawa rumah koma korban,0,0,0,0,0,0
697,voidotid coba tunjuk deh ahok pakai baju koko sidang asa beliau baju batik,0,0,0,0,0,0
698,adil negeri l h mei,0,0,0,0,0,0
699,fadli zon gila bikin islam indonesia prabowo niat lempar handphone                 i,1,1,0,0,0,0
700,brunowicaksono mantap nih mas wali mentwit pakai tunggu lo uwit laku ya,0,0,0,0,0,0
701,hadir uwit moga be ambah tabung siang budhe pic temu digoogle                 kf,0,0,0,0,0,0
702,hai nak to gue mbak alhamdulillah suprise senang banget pe menang tau dasar hatur terima kasih pras moga sehat cerdas bangsa menang congratz be happy on the way direct message                 gy,0,0,0,0,0,0
703,pandu,0,0,0,0,0,0
704,pagi have a nice day kidal tah                 b,0,0,0,0,0,0
705,pagi nusantara                 ep,0,0,0,0,0,0
706,titik harap presisi                 yusuf mansyur wi wy,0,0,0,0,0,0
707,prastow anyar nih tangkap,1,1,0,0,0,0
708,mbak matahari buka jendela                 r,0,0,0,0,0,0
709,jokowi,1,1,0,0,0,0
710,jokowi roosfeary nyinyir sirik bangga iriana ramah beliau keluarga gus dur prabowo,1,1,0,0,0,0
711,selamat pagi indonesia                 j gue,0,0,0,0,0,0
712,nyinyir bu mega upacara merdeka istana bu mega raya merdeka ri ainya tonton                 bn,1,0,1,0,0,0
713,jokowi,1,1,0,0,0,0
714,joget basuki listyo sigit asyik                 e,0,0,0,0,0,0
715,deh nluvu pimpin joget,0,0,0,0,0,0
716,p paaakkk paaakkk                 coba,0,0,0,0,0,0
717,jokowi roosfeary koleksi pribadi,0,0,0,0,0,0
